iter	BalancedAccuracy	Logloss
450	0.8977272727	0.2912800918
451	0.8977272727	0.2911854447
452	0.8977272727	0.2911312731
453	0.8977272727	0.2910255757
454	0.8977272727	0.2909572913
455	0.8977272727	0.290827834
456	0.8977272727	0.2906980973
457	0.8977272727	0.2904577103
458	0.8977272727	0.2902763601
459	0.8977272727	0.2901658205
460	0.8977272727	0.2899825557
461	0.8977272727	0.2899409075
462	0.8977272727	0.2897690823
463	0.8977272727	0.2896546675
464	0.8977272727	0.2896018313
465	0.8977272727	0.2893341275
466	0.8977272727	0.2892447146
467	0.8977272727	0.2890622685
468	0.8977272727	0.2888639747
469	0.8977272727	0.288210281
470	0.8977272727	0.2879499144
471	0.8977272727	0.2878292889
472	0.8977272727	0.287734031
473	0.8977272727	0.2871938372
474	0.8977272727	0.2869945469
475	0.8977272727	0.2868387339
476	0.8977272727	0.2865961915
477	0.8977272727	0.2863856612
478	0.8977272727	0.286063983
479	0.8977272727	0.2858944836
480	0.8977272727	0.285251936
481	0.9015151515	0.2850533415
482	0.8977272727	0.2850342968
483	0.8977272727	0.2847757956
484	0.8977272727	0.284593474
485	0.8977272727	0.2844112484
486	0.8977272727	0.284178485
487	0.9015151515	0.2840649908
488	0.9015151515	0.2839035964
489	0.9015151515	0.2838073798
490	0.9015151515	0.2837599657
491	0.8977272727	0.2834177481
492	0.9015151515	0.2832812225
493	0.9015151515	0.2832410889
494	0.9015151515	0.2831489972
495	0.9015151515	0.282762705
496	0.8977272727	0.2827160278
497	0.8977272727	0.2826334583
498	0.8977272727	0.2825712775
499	0.9015151515	0.2822661714
500	0.9015151515	0.2820943465
501	0.9015151515	0.2819079809
502	0.9015151515	0.2813540136
503	0.9015151515	0.280911282
504	0.9015151515	0.2808689426
505	0.9015151515	0.2806908808
506	0.9015151515	0.280238946
507	0.9015151515	0.2801514925
508	0.9015151515	0.2798679162
509	0.9015151515	0.2796745234
510	0.9015151515	0.2793005884
511	0.9015151515	0.2791187213
512	0.9015151515	0.2789903241
513	0.9015151515	0.2788758197
514	0.9015151515	0.2785062727
515	0.9015151515	0.2783375889
516	0.9015151515	0.2782287377
517	0.9015151515	0.2780515326
518	0.9015151515	0.2779629164
519	0.9015151515	0.2777507819
520	0.9015151515	0.2776355127
521	0.9015151515	0.2774320952
522	0.9015151515	0.2773216493
523	0.9015151515	0.2771935955
524	0.9060606061	0.2770976752
525	0.9060606061	0.2768117758
526	0.9060606061	0.2766888433
527	0.9060606061	0.2762511818
528	0.9060606061	0.2761896131
529	0.9060606061	0.275988088
530	0.9060606061	0.2759051964
531	0.9060606061	0.2756413961
532	0.9060606061	0.2754881532
533	0.9060606061	0.275326707
534	0.9060606061	0.2751187828
535	0.9060606061	0.2750705118
536	0.9060606061	0.2748602578
537	0.9060606061	0.274475056
538	0.9060606061	0.2742649601
539	0.9060606061	0.2741322665
540	0.9060606061	0.274035499
541	0.9060606061	0.2739597874
542	0.9060606061	0.273917304
543	0.9060606061	0.2736732809
544	0.9060606061	0.2735092468
545	0.9060606061	0.2734729005
546	0.9060606061	0.2731993153
547	0.9060606061	0.273028905
548	0.9060606061	0.2728183069
549	0.9060606061	0.2724097881
550	0.9060606061	0.2723425673
551	0.9060606061	0.2720925976
552	0.9060606061	0.2719807659
553	0.9060606061	0.2719244456
554	0.9060606061	0.2717670314
555	0.9060606061	0.2716553653
556	0.9060606061	0.2713147185
557	0.9060606061	0.2712331675
558	0.9060606061	0.2711256462
559	0.9060606061	0.2710399285
560	0.9060606061	0.2708939288
561	0.9060606061	0.270815116
562	0.9060606061	0.2702584617
563	0.9060606061	0.2700284281
564	0.9060606061	0.2699580804
565	0.9060606061	0.269694962
566	0.9060606061	0.2694329117
567	0.9060606061	0.2693860316
568	0.9060606061	0.2691651149
569	0.9060606061	0.269006368
570	0.9060606061	0.2688184673
571	0.9060606061	0.2685865353
572	0.9060606061	0.2684402123
573	0.9060606061	0.2683655202
574	0.9060606061	0.2681745785
575	0.9060606061	0.2681329768
576	0.9060606061	0.2677070208
577	0.9060606061	0.2676543064
578	0.9060606061	0.2674728804
579	0.9060606061	0.2672988285
580	0.9060606061	0.267247978
581	0.9060606061	0.2671603389
582	0.9060606061	0.2670883143
583	0.9060606061	0.2668511248
584	0.9060606061	0.2667988889
585	0.9060606061	0.2665462516
586	0.9060606061	0.2665306531
587	0.9060606061	0.2663468337
588	0.9060606061	0.2663037868
589	0.9060606061	0.266050551
590	0.9060606061	0.265982736
591	0.9060606061	0.2656845768
592	0.9060606061	0.2654897375
593	0.9060606061	0.2654512245
594	0.9060606061	0.265042076
595	0.9060606061	0.2649962561
596	0.9060606061	0.264914378
597	0.9060606061	0.2646281789
598	0.9060606061	0.2644440459
599	0.9060606061	0.2643921135
600	0.9060606061	0.2641703785
601	0.9060606061	0.2638435805
602	0.9060606061	0.2635330733
603	0.9060606061	0.2632964707
604	0.9060606061	0.2632589898
605	0.9060606061	0.2629371102
606	0.9060606061	0.262803291
607	0.9060606061	0.2625774747
608	0.9060606061	0.2623746477
609	0.9060606061	0.2620441393
610	0.9060606061	0.2617976521
611	0.9060606061	0.2616386684
612	0.9060606061	0.2614222276
613	0.9060606061	0.2612203504
614	0.9060606061	0.2609609434
615	0.9060606061	0.2607510954
616	0.9060606061	0.2605517408
617	0.9060606061	0.2600738377
618	0.9060606061	0.2597237956
619	0.9060606061	0.2595164629
620	0.9060606061	0.2592852934
621	0.9060606061	0.2590043167
622	0.9060606061	0.2587388137
623	0.9060606061	0.2586655308
624	0.9060606061	0.2585041245
625	0.9060606061	0.258392208
626	0.9060606061	0.2582997621
627	0.9060606061	0.2579638132
628	0.9060606061	0.2578559365
629	0.9060606061	0.2577633876
630	0.9060606061	0.2575707835
631	0.9060606061	0.2575398129
632	0.9060606061	0.2572404189
633	0.9060606061	0.2568448691
634	0.9060606061	0.2566386504
635	0.9060606061	0.2564346353
636	0.9060606061	0.2562557065
637	0.9060606061	0.2562140556
638	0.9060606061	0.2561156168
639	0.9106060606	0.2558660277
640	0.9060606061	0.2556797749
641	0.9106060606	0.2554533587
642	0.9060606061	0.2552913306
643	0.9060606061	0.2550704885
644	0.9106060606	0.254957037
645	0.9106060606	0.2547766239
646	0.9106060606	0.2544853093
647	0.9106060606	0.2543651451
648	0.9106060606	0.2542514313
649	0.9106060606	0.254130195
650	0.9106060606	0.2539275358
651	0.9106060606	0.2538465669
652	0.9106060606	0.253669239
653	0.9106060606	0.253279598
654	0.9106060606	0.2532392722
655	0.9143939394	0.2531538851
656	0.9143939394	0.2528054872
657	0.9143939394	0.2526460398
658	0.9106060606	0.2525069645
659	0.9106060606	0.2523819523
660	0.9106060606	0.2522963252
661	0.9143939394	0.2520005123
662	0.9143939394	0.2518454803
663	0.9143939394	0.2515956872
664	0.9143939394	0.2512795604
665	0.9143939394	0.2512182855
666	0.9143939394	0.2511398237
667	0.9143939394	0.2506656502
668	0.9143939394	0.2505879353
669	0.9143939394	0.2505392941
670	0.9143939394	0.2503316381
671	0.9143939394	0.2501106333
672	0.9143939394	0.249775517
673	0.9143939394	0.2497136405
674	0.9143939394	0.2496688744
675	0.9143939394	0.2494805061
676	0.9143939394	0.2491313432
677	0.9143939394	0.248791588
678	0.9143939394	0.2484494062
679	0.9143939394	0.2480855618
680	0.9143939394	0.2478661213
681	0.9143939394	0.247534576
682	0.9143939394	0.2473738481
683	0.9143939394	0.247268603
684	0.9143939394	0.2472196518
685	0.9143939394	0.2471675413
686	0.9143939394	0.2468376328
687	0.9143939394	0.2466995185
688	0.9143939394	0.2464636038
689	0.9143939394	0.2463530142
690	0.9143939394	0.2463037809
691	0.9143939394	0.2462294808
692	0.9143939394	0.2461161917
693	0.9143939394	0.2458170558
694	0.9143939394	0.2455355592
695	0.9143939394	0.2454152111
696	0.9143939394	0.2450799026
697	0.9143939394	0.2448159779
698	0.9143939394	0.2446343702
699	0.9143939394	0.2444264075
700	0.9143939394	0.2443183006
701	0.9143939394	0.2440304994
702	0.9143939394	0.2439027106
703	0.9143939394	0.2438236002
704	0.9143939394	0.2436972034
705	0.9143939394	0.2435305348
706	0.9143939394	0.2433978196
707	0.9143939394	0.2430665364
708	0.9189393939	0.2428443252
709	0.9189393939	0.2427263422
710	0.9143939394	0.242607496
711	0.9189393939	0.2425007072
712	0.9189393939	0.2424096938
713	0.9189393939	0.2421441733
714	0.9189393939	0.2418916083
715	0.9143939394	0.2414469933
716	0.9143939394	0.2412149128
717	0.9143939394	0.2409042754
718	0.9143939394	0.2408411682
719	0.9143939394	0.2405402115
720	0.9143939394	0.2404561936
721	0.9143939394	0.240022214
722	0.9143939394	0.2397343881
723	0.9143939394	0.2394385155
724	0.9143939394	0.2392967864
725	0.9143939394	0.2390091475
726	0.9189393939	0.2387732481
727	0.9143939394	0.2383214801
728	0.9143939394	0.2380953679
729	0.9143939394	0.2378635568
730	0.9143939394	0.2374002378
731	0.9143939394	0.2373367459
732	0.9143939394	0.2371402321
733	0.9143939394	0.2370846454
734	0.9143939394	0.2368292651
735	0.9143939394	0.2364247996
736	0.9143939394	0.2360174753
737	0.9143939394	0.2359317202
738	0.9143939394	0.2356966334
739	0.9143939394	0.2354495969
740	0.9143939394	0.2352087281
741	0.9143939394	0.2347697309
742	0.9143939394	0.2345576038
743	0.9143939394	0.2344688019
744	0.9143939394	0.2344174799
745	0.9143939394	0.2341360455
746	0.9143939394	0.2337528815
747	0.9143939394	0.2336987259
748	0.9143939394	0.2336260914
749	0.9143939394	0.2333359646
750	0.9143939394	0.2332801426
751	0.9143939394	0.2330210064
752	0.9143939394	0.2327948845
753	0.9143939394	0.2327478081
754	0.9143939394	0.2323714986
755	0.9143939394	0.2322509068
756	0.9143939394	0.2321152667
757	0.9143939394	0.2318418198
758	0.9143939394	0.2316696088
759	0.9143939394	0.2314979452
760	0.9143939394	0.2311585869
761	0.9143939394	0.2307905887
762	0.9143939394	0.2305388457
763	0.9143939394	0.2302909914
764	0.9143939394	0.2300371511
765	0.9143939394	0.2299414013
766	0.9181818182	0.2295483284
767	0.9143939394	0.229325336
768	0.9143939394	0.2291923862
769	0.9143939394	0.229140397
770	0.9143939394	0.2290917405
771	0.9143939394	0.2288006552
772	0.9143939394	0.2285245635
773	0.9143939394	0.2284666932
774	0.9143939394	0.2283098861
775	0.9143939394	0.2282718667
776	0.9143939394	0.2281411823
777	0.9143939394	0.2280525383
778	0.9143939394	0.2280388798
779	0.9181818182	0.2276294801
780	0.9181818182	0.2272277648
781	0.9181818182	0.227198244
782	0.9181818182	0.2271661714
783	0.9181818182	0.2270251358
784	0.9181818182	0.2267545224
785	0.9181818182	0.2266746832
786	0.9143939394	0.2264126952
787	0.9143939394	0.2263492256
788	0.9143939394	0.2262212376
789	0.9143939394	0.2260269362
790	0.9143939394	0.226016478
791	0.9143939394	0.225808921
792	0.9143939394	0.2255597189
793	0.9143939394	0.2254798658
794	0.9143939394	0.2253536996
795	0.9143939394	0.2252812426
796	0.9181818182	0.2250214974
797	0.9181818182	0.2249749528
798	0.9181818182	0.2247304282
799	0.9181818182	0.2245120927
800	0.9181818182	0.2243880559
801	0.9181818182	0.2243425629
802	0.9181818182	0.22405311
803	0.9181818182	0.2238379615
804	0.9181818182	0.2235780205
805	0.9181818182	0.223518921
806	0.9181818182	0.223322584
807	0.9181818182	0.2232621076
808	0.9181818182	0.2228774137
809	0.9181818182	0.2225954227
810	0.9181818182	0.2224088765
811	0.9181818182	0.2221141313
812	0.9181818182	0.2219778814
813	0.9181818182	0.2219185334
814	0.921969697	0.2216510091
815	0.9257575758	0.2215745698
816	0.9257575758	0.2215111669
817	0.9257575758	0.2212518617
818	0.9257575758	0.2209401577
819	0.9257575758	0.2207783995
820	0.9257575758	0.2207023593
821	0.9257575758	0.2203318605
822	0.9257575758	0.2202899914
823	0.9257575758	0.2202127797
824	0.9257575758	0.2200333147
825	0.9257575758	0.2197963648
826	0.9257575758	0.2194916686
827	0.9257575758	0.2194461766
828	0.9257575758	0.2193822266
829	0.9257575758	0.2191101075
830	0.9257575758	0.2188601495
831	0.9257575758	0.2185175694
832	0.9257575758	0.2183278515
833	0.9257575758	0.2183177567
834	0.9257575758	0.2180219665
835	0.9257575758	0.2180119633
836	0.9257575758	0.2179521991
837	0.9257575758	0.2179224956
838	0.9257575758	0.2178502428
839	0.9257575758	0.2175453315
840	0.9257575758	0.2172511782
841	0.9257575758	0.2172174761
842	0.9257575758	0.216886443
843	0.9257575758	0.2167749704
844	0.9257575758	0.2165251584
845	0.9257575758	0.2164016421
846	0.9257575758	0.2161629663
847	0.9257575758	0.2159727447
848	0.9257575758	0.2156487875
849	0.9257575758	0.215506571
850	0.9257575758	0.2154346097
851	0.9257575758	0.2153362645
852	0.9257575758	0.2152455181
853	0.9257575758	0.2152172606
854	0.9257575758	0.2148854429
855	0.9257575758	0.214834308
856	0.9257575758	0.2145977241
857	0.9257575758	0.2144703377
858	0.9257575758	0.2144587266
859	0.9303030303	0.2141173383
860	0.9303030303	0.2140803035
861	0.9257575758	0.213922307
862	0.9257575758	0.2138174055
863	0.9257575758	0.213728587
864	0.9303030303	0.2133939068
865	0.9303030303	0.2130792114
866	0.9348484848	0.2128435299
867	0.9348484848	0.212519852
868	0.9348484848	0.2124735373
869	0.9348484848	0.2124289658
870	0.9348484848	0.2122801966
871	0.9348484848	0.2121038538
872	0.9348484848	0.212059687
873	0.9348484848	0.2118360371
874	0.9348484848	0.2117707757
875	0.9348484848	0.2116848021
876	0.9303030303	0.2115103057
877	0.9303030303	0.2114819002
878	0.9348484848	0.2112518801
879	0.9348484848	0.2109733127
880	0.9348484848	0.2108621188
881	0.9348484848	0.2108519086
